customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0360,Male,0,No,Yes,14,No,No phone service,No,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,40.04,707.7,Yes
CUST-0361,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.26,4026.53,No
CUST-0362,Male,0,No,Yes,26,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.02,1773.54,No
CUST-0363,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,59.01,641.21,No
CUST-0364,Female,0,No,No,30,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,87.26,2698.2,No
CUST-0365,Male,0,No,No,34,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),89.05,3224.55,No
CUST-0366,Male,0,No,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.59,1381.95,No
CUST-0367,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,53.87,449.32,Yes
CUST-0368,Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.18,4105.3,No
CUST-0369,Male,1,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.69,1607.13,No
CUST-0370,Male,1,No,No,48,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.59,2121.94,No
CUST-0371,Female,0,No,No,22,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,25.16,625.11,No
CUST-0372,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,,,No,No,No,One year,No,Mailed check,119.62,,No
CUST-0373,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.66,2245.32,No
CUST-0374,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),28.75,1365.95,No
CUST-0375,Male,0,No,No,4,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),22.02,19.52,No
CUST-0376,Female,0,No,No,19,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.93,1597.78,No
CUST-0377,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.92,226.73,Yes
CUST-0378,Male,0,No,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),98.68,6733.83,No
CUST-0379,Female,0,Yes,No,58,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.35,6568.46,No
CUST-0380,Male,0,No,Yes,63,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,79.93,5150.81,No
CUST-0381,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,38.71,510.75,No
CUST-0382,Female,0,No,No,3,No,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),98.22,329.86,No
CUST-0383,Female,0,No,Yes,16,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,115.58,1731.61,No
CUST-0384,Male,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),78.02,1077.17,No
CUST-0385,Male,0,Yes,Yes,12,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),88.2,996.13,No
CUST-0386,Female,0,No,No,6,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.75,217.37,Yes
CUST-0387,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.15,2580.42,No
CUST-0388,Male,0,Yes,No,14,Yes,No,No,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),93.47,1249.89,No
CUST-0389,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,112.78,1998.44,Yes
CUST-0390,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.9,4917.8,No
CUST-0391,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),98.98,3459.98,No
CUST-0392,Male,1,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,37.16,1345.53,No
CUST-0393,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.2,742.15,No
CUST-0394,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,73.2,1238.04,No
CUST-0395,Male,0,No,Yes,34,Yes,No,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,37.66,1401.38,No
CUST-0396,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,83.5,2521.87,Yes
CUST-0397,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,49.17,2265.65,No
CUST-0398,Female,1,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,99.15,4494.65,No
CUST-0399,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,100.81,2248.27,Yes
CUST-0400,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.38,4057.02,No
CUST-0401,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,38.08,665.49,No
CUST-0402,Female,0,Yes,No,70,Yes,No phone service,No,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.68,5966.62,No
CUST-0403,Male,0,No,Yes,49,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),119.28,5872.92,No
CUST-0404,Male,0,Yes,No,64,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.26,5302.28,No
CUST-0405,Female,0,No,No,31,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,23.58,758.17,Yes
CUST-0406,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,21.73,755.36,No
CUST-0407,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.04,775.61,No
CUST-0408,Female,0,Yes,Yes,69,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.58,2599.75,No
CUST-0409,Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,101.31,5876.82,No
CUST-0410,Female,0,Yes,No,13,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,104.48,1440.47,No
CUST-0411,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),45.86,1720.8,No
CUST-0412,Female,0,No,Yes,67,Yes,No,DSL,Yes,,,Yes,No,No,Two year,No,Credit card (automatic),52.56,,No
CUST-0413,Female,0,No,No,39,Yes,Yes,No,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),43.62,1691.92,No
CUST-0414,Male,0,Yes,No,58,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,110.84,6241.82,No
CUST-0415,Male,0,Yes,Yes,15,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.26,1046.67,No
CUST-0416,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,85.61,5123.09,No
CUST-0417,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,61.55,111.46,No
CUST-0418,Female,1,No,No,44,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.1,3532.16,Yes
CUST-0419,Female,0,Yes,No,27,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,58.59,1534.2,No
CUST-0420,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.97,3448.39,No
CUST-0421,Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,83.45,2265.74,No
CUST-0422,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.11,228.24,No
CUST-0423,Female,1,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),49.35,567.48,Yes
CUST-0424,Male,0,Yes,Yes,23,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),34.93,864.01,No
CUST-0425,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),56.86,775.75,No
CUST-0426,Male,0,Yes,No,42,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,61.52,2578.37,No
CUST-0427,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,82.87,2444.0,No
CUST-0428,Female,0,No,No,72,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,111.45,8033.4,No
CUST-0429,Male,0,No,No,44,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),23.62,1035.58,No
CUST-0430,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.37,2799.95,No
CUST-0431,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,39.37,443.88,Yes
CUST-0432,Female,0,No,No,70,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.23,4767.38,No
CUST-0433,Male,1,No,Yes,56,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.97,3598.15,No
CUST-0434,Female,0,No,No,29,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.9,2683.98,No
CUST-0435,Female,0,No,No,17,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,44.24,942.16,No
CUST-0436,Female,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.45,5436.69,No
CUST-0437,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.39,4082.83,No
CUST-0438,Female,1,No,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),111.07,6528.36,No
CUST-0439,Male,0,No,No,42,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,115.88,4870.95,No
CUST-0440,Male,0,Yes,Yes,44,Yes,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),97.33,4168.24,No
CUST-0441,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),110.6,2356.51,Yes
CUST-0442,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.45,2776.11,No
CUST-0443,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.76,106.5,Yes
CUST-0444,Female,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),20.65,1145.14,No
CUST-0445,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.68,302.06,No
CUST-0446,Male,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,113.75,2304.57,No
CUST-0447,Male,0,Yes,No,5,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.69,179.73,Yes
CUST-0448,Female,1,Yes,No,31,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.69,2650.73,No
CUST-0449,Male,1,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,94.65,1592.76,No
CUST-0450,Female,0,Yes,No,14,Yes,No,No,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),112.76,1515.26,No
CUST-0451,Female,0,Yes,No,39,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.69,3261.69,No
CUST-0452,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),117.03,8372.08,No
CUST-0453,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,54.47,208.68,No
CUST-0454,Female,1,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),54.99,3426.76,No
CUST-0455,Male,0,No,No,66,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.3,5134.57,No
CUST-0456,Male,0,No,No,10,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,58.35,509.13,No
CUST-0457,Female,0,No,No,42,No,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,20.14,814.07,No
CUST-0458,Female,0,Yes,No,16,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,93.18,1485.71,No
CUST-0459,Male,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.17,216.77,Yes
CUST-0460,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.7,5981.22,No
CUST-0461,Female,0,Yes,Yes,67,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,54.5,3414.41,No
CUST-0462,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,72.23,2836.09,No
CUST-0463,Female,0,No,No,4,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,56.0,305.83,No
CUST-0464,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),21.6,640.19,No
CUST-0465,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.24,5178.48,Yes
CUST-0466,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),32.38,1145.0,Yes
CUST-0467,Female,0,Yes,No,21,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,28.0,678.63,No
CUST-0468,Male,0,Yes,No,64,Yes,No phone service,No,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),95.55,6136.26,No
CUST-0469,Male,0,Yes,No,21,Yes,No,No,No,Yes,Yes,No,No,No,Two year,No,Mailed check,20.95,359.83,No
CUST-0470,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,115.9,1204.62,No
CUST-0471,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.53,102.86,Yes
CUST-0472,Female,1,No,Yes,8,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,118.3,1020.92,No
CUST-0473,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,25.8,1670.53,No
CUST-0474,Female,0,No,No,13,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),78.35,757.99,No
CUST-0475,Male,0,Yes,No,17,No,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.93,944.92,No
CUST-0476,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,104.35,7339.63,No
CUST-0477,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.12,1478.82,No
CUST-0478,Female,0,Yes,Yes,46,Yes,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.05,2071.49,No
CUST-0479,Male,0,No,No,68,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,105.76,7266.32,No
CUST-0480,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),57.47,2640.09,No
CUST-0481,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,21.68,548.41,No
CUST-0482,Female,0,No,Yes,24,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),59.03,1324.51,No
CUST-0483,Male,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.45,2465.72,No
CUST-0484,Female,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.44,1186.15,No
CUST-0485,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.2,3796.76,No
CUST-0486,Female,0,Yes,No,40,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,25.67,1032.35,No
CUST-0487,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,78.81,1920.23,No
CUST-0488,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.63,4467.89,No
CUST-0489,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),61.33,523.26,No
CUST-0490,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,62.02,516.01,No
CUST-0491,Female,0,No,Yes,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),28.83,585.0,No
CUST-0492,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,40.19,1689.44,No
CUST-0493,Male,0,No,No,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.47,257.01,No
CUST-0494,Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),68.17,4311.71,No
CUST-0495,Male,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,72.93,4623.36,Yes
CUST-0496,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,114.89,282.4,No
CUST-0497,Male,1,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,27.32,1116.35,No
CUST-0498,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.99,4315.14,No
CUST-0499,Male,1,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,72.65,1294.9,No
CUST-0500,Female,0,Yes,No,17,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.62,1348.2,No
CUST-0501,Male,0,Yes,No,58,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,107.32,6339.88,No
CUST-0502,Male,0,Yes,No,15,Yes,No,No,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),40.55,577.58,No
CUST-0503,Male,1,No,Yes,5,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24.08,143.36,No
CUST-0504,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.23,4753.05,No
CUST-0505,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.52,2557.81,No
CUST-0506,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),21.76,1050.17,No
CUST-0507,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,45.14,1853.08,No
CUST-0508,Male,0,No,Yes,59,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),50.93,3107.59,No
CUST-0509,Female,0,Yes,No,3,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.68,124.26,No
CUST-0510,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,37.26,200.75,No
CUST-0511,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),61.31,3646.16,No
CUST-0512,Female,1,Yes,Yes,26,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),68.25,1767.44,No
CUST-0513,Male,1,No,No,26,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),65.92,1699.05,No
CUST-0514,Female,0,Yes,No,71,Yes,Yes,DSL,No,,,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.39,,No
CUST-0515,Female,0,No,No,6,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),24.55,299.39,No
CUST-0516,Male,1,Yes,No,62,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.1,7146.36,No
CUST-0517,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.19,3532.95,No
CUST-0518,Female,0,No,No,62,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),99.57,6175.15,No
CUST-0519,Female,1,Yes,Yes,11,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,63.04,871.64,No
CUST-0520,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.38,747.67,No
CUST-0521,Female,0,No,Yes,42,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,107.93,4530.11,No
CUST-0522,Male,0,No,No,16,Yes,No,DSL,No,,,No,No,No,Month-to-month,No,Electronic check,109.59,,No
CUST-0523,Female,1,No,No,62,No,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),43.87,2734.64,No
CUST-0524,Male,1,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.92,1510.91,No
CUST-0525,Female,1,Yes,Yes,7,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),69.62,396.21,No
CUST-0526,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.03,7461.51,No
CUST-0527,Male,1,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,52.24,1976.84,No
CUST-0528,Female,0,No,No,27,Yes,No phone service,No,No,,,No,No,No,Month-to-month,Yes,Mailed check,85.2,,No
CUST-0529,Female,0,Yes,No,46,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),90.82,4162.59,Yes
CUST-0530,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,97.87,2863.9,No
CUST-0531,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.39,1581.66,No
CUST-0532,Female,0,No,No,15,No,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,60.25,862.37,No
CUST-0533,Male,0,No,No,13,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),116.7,1528.36,No
CUST-0534,Male,0,No,Yes,70,Yes,No,No,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,81.13,5683.77,No
CUST-0535,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,92.86,4863.9,No
CUST-0536,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.5,2116.15,No
CUST-0537,Female,0,Yes,No,28,No,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.99,2350.11,No
CUST-0538,Male,0,Yes,No,66,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.78,3032.61,No
CUST-0539,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.51,690.56,No
CUST-0540,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.47,4359.25,No
CUST-0541,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,72.14,3318.15,No
